,freq,RAW_AF7,RAW_AF8
1,1.0,30.463074914067544,6.129951281194336
2,2.0,35.623710388607805,7.081089151652188
3,3.0,28.179389016510893,4.561708703384889
4,4.0,21.225828143940216,5.047803875171759
5,5.0,8.662542454153497,3.8389261278962605
6,6.0,6.225065901216485,2.187422359350377
7,7.0,3.223216899062,0.990834598974175
8,8.0,2.9912135946943184,0.505737900457924
9,9.0,3.3687503009291673,0.911008738248171
10,10.0,1.9140628234033132,1.0125127255673922
11,11.0,1.5966733170460345,0.7245793221434287
12,12.0,0.9025988759932209,0.46975866625456475
13,13.0,0.8653949447773415,0.673996059559983
14,14.0,1.0571420480857556,0.5008444757174825
15,15.0,0.9526632548983287,0.5302896198228492
16,16.0,0.5166734786824132,0.578892775889257
17,17.0,0.7943864171866468,0.5341211514895036
18,18.0,0.5391873430570056,0.5107307382819835
19,19.0,0.6280951403715483,0.38484594645535064
20,20.0,0.4899077508545469,0.2849277787345553
21,21.0,0.6422850479052132,0.32413536278658256
22,22.0,0.5181690631631471,0.39773845926419205
23,23.0,0.4742153060390999,0.2275501852716446
24,24.0,0.3649265537385549,0.31611367553304465
25,25.0,0.6095084095354149,0.30444098309087675
26,26.0,0.7143519859674421,0.2685942466022506
27,27.0,0.43033750044422664,0.24927995580156137
28,28.0,0.49439201576184194,0.1546521917358617
29,29.0,0.3763930880509946,0.20176188867624473
30,30.0,0.5009836545945343,0.13072575928672722
31,31.0,0.2811919791224097,0.06474146303451273
32,32.0,0.1829862074438237,0.13616256688901693
33,33.0,0.3628075779003634,0.14824874722349815
34,34.0,0.25158433563035765,0.0996891879880189
35,35.0,0.18116259389438263,0.1067899059460324
36,36.0,0.32323872528495073,0.1278103699199428
37,37.0,0.32681597300132825,0.2054835930020536
38,38.0,0.20456102979553095,0.2839410589825603
39,39.0,0.418589954754691,0.1455559580832021
40,40.0,0.4754287990261586,0.13311243751373644
41,41.0,0.424788539891751,0.1110692068152829
42,42.0,0.3174667611342086,0.1841058650722646
43,43.0,0.4079121608051492,0.12013647861721827
44,44.0,0.2701569062669223,0.1114653014754194
45,45.0,0.2103161535961198,0.11017823207080778
46,46.0,0.3539535744920593,0.12219234537109837
47,47.0,0.43956021440460746,0.11349206825893822
48,48.0,0.296540674351054,0.11045982368332909
49,49.0,6.6542342338861795,1.1096085830948221
50,50.0,32.4505441775307,4.411095168270728
51,51.0,5.838207583180687,0.8340979101964052
52,52.0,0.2786375592663278,0.08772518660437506
53,53.0,0.10248682217675374,0.07359991278216528
54,54.0,0.27994308868100365,0.08847361340802894
55,55.0,0.32475139883982335,0.08546932665001634
56,56.0,0.4826371184693441,0.0728523100870324
57,57.0,0.5594907589523122,0.03677828385801427
58,58.0,0.39508523622158426,0.06003916023518118
59,59.0,0.19522590791648534,0.07406990180842625
60,60.0,0.18782811688777168,0.05057963592784823
61,61.0,0.32714837231326627,0.10565606294465636
62,62.0,0.44905890043125435,0.08427087509042776
63,63.0,0.3135004286352783,0.0702449177065017
64,64.0,0.3656662662028717,0.11458597481212639
65,65.0,0.735365685055368,0.07821522341158393
66,66.0,0.5749703000957692,0.056445574173531014
67,67.0,0.308761025632816,0.02855149893840856
68,68.0,0.6137708330707798,0.08372405036156388
69,69.0,0.3042971534862121,0.10452229810613059
70,70.0,0.19539299922969547,0.11620481282223544
71,71.0,0.2058514877019183,0.06652068151524078
72,72.0,0.22095352316238948,0.08362828912612576
73,73.0,0.1482382341749367,0.04966483026183388
74,74.0,0.060080584534080834,0.10786822190788761
75,75.0,0.14626048321639187,0.09921760380974072
76,76.0,0.10462198988350684,0.03995809270612742
77,77.0,0.12834656352379875,0.03928017001480577
78,78.0,0.07402002960115386,0.04117035033267196
79,79.0,0.12460826558537613,0.049829711938222415
80,80.0,0.16008684123124556,0.042267684645377106
81,81.0,0.09542494766175348,0.03366530026372591
82,82.0,0.07223408310359478,0.04719094393296661
83,83.0,0.08871662606500266,0.0632727245418038
84,84.0,0.0922064806359051,0.050569100574341205
85,85.0,0.13184402553291943,0.03935751522832164
86,86.0,0.11949004544471489,0.04493041529455173
87,87.0,0.08538616278267348,0.02870296348670511
88,88.0,0.05969909277621328,0.02405899258776254
89,89.0,0.08775171876851219,0.05327416954284378
90,90.0,0.09785549823582267,0.025117078458001485
91,91.0,0.09922665109162447,0.04175033617879497
92,92.0,0.05459092815631872,0.022299242504672558
93,93.0,0.02748828601408545,0.014990813494539812
94,94.0,0.03801043093662428,0.025248240368404288
95,95.0,0.04108499121754745,0.00913998675043478
96,96.0,0.018354856904564995,0.01962457984450781
97,97.0,0.013516986154908898,0.014900973065453422
98,98.0,0.006259386379353082,0.011643726079764825
99,99.0,0.00605067284562566,0.007170533192033007
100,100.0,0.008783929137889503,0.0036065188295596883
